,_id,name,warband,subfaction,grand_alliance,movement,toughness,wounds,runemarks,points,weapon_1_attacks,weapon_1_dmg_crit,weapon_1_dmg_hit,weapon_1_max_range,weapon_1_min_range,weapon_1_runemark,weapon_1_strength,weapon_2_attacks,weapon_2_dmg_crit,weapon_2_dmg_hit,weapon_2_max_range,weapon_2_min_range,weapon_2_runemark,weapon_2_strength
170,5edfa7b4,Varanguard with Ensorcelled weapon,Slaves to Darkness,,chaos,10,6,30,"['hero', 'terrifying', 'mount']",290,4,5,3,1,0,axe,4,,,,,,,
171,f08f6892,Chaos Lord on Karkadrak,Slaves to Darkness,,chaos,8,6,38,"['hero', 'agile', 'mount']",375,5,5,3,2,0,spear,5,,,,,,,
172,810bb2cc,Chaos Chosen Exalted Champion,Slaves to Darkness,,chaos,4,5,24,"['hero', 'warrior']",190,4,4,3,1,0,axe,5,,,,,,,
173,f5bbf9d4,Thorakon with Goroan Falchion and Shield,Slaves to Darkness,,chaos,5,6,28,"['hero', 'ferocious']",210,4,4,2,1,0,sword,5,,,,,,,
174,44766ee9,Thorakon with Goroan Great Axe,Slaves to Darkness,,chaos,5,5,28,"['hero', 'ferocious']",275,4,6,3,2,0,axe,5,,,,,,,
175,ac1ef533,Chaos Chosen,Slaves to Darkness,,chaos,4,5,20,['warrior'],145,3,4,3,1,0,axe,5,,,,,,,
176,09dc4fa3,Ogroid Theridon with Goroan Falchion and Shield,Slaves to Darkness,,chaos,5,6,28,['ferocious'],195,4,4,2,1,0,sword,5,,,,,,,
177,c69e2171,Ogroid Theridon with Goroan Great Axe,Slaves to Darkness,,chaos,5,5,28,['ferocious'],220,3,6,3,2,0,axe,5,,,,,,,
178,5b4489f1,Crimson Kheira,Slaves to Darkness,Gnarlspirit Pack,chaos,5,4,15,[],100,5,4,1,1,0,axe,3,,,,,,,
179,6b09362e,Lupan Longcut,Slaves to Darkness,Gnarlspirit Pack,chaos,5,4,15,[],110,3,4,1,2,0,spear,4,2.0,4.0,1.0,8.0,0.0,ranged,4.0
180,5485de5c,Gorl Spinehammer,Slaves to Darkness,Gnarlspirit Pack,chaos,4,4,18,[],120,3,5,2,1,0,hammer,5,,,,,,,
181,90fd2d5a,Sarrakkar Blackwing,Slaves to Darkness,Gnarlspirit Pack,chaos,5,4,20,"['hero', 'fly']",185,3,4,2,2,0,mace,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
182,ed678a94,Grawl,Slaves to Darkness,Godsworn Hunt,chaos,6,3,6,['beast'],75,3,4,2,1,0,fangs,3,,,,,,,
183,3583f198,Jagathra,Slaves to Darkness,Godsworn Hunt,chaos,5,3,10,['scout'],65,3,4,1,2,0,spear,3,,,,,,,
184,0251c9f7,Grundann Blood-eye,Slaves to Darkness,Godsworn Hunt,chaos,4,4,10,[],90,3,4,2,1,0,axe,4,,,,,,,
185,693114fb,Shond Head-claimer,Slaves to Darkness,Godsworn Hunt,chaos,4,4,10,[],90,4,4,2,1,0,sword,3,,,,,,,
186,bb2ead5f,Ollo,Slaves to Darkness,Godsworn Hunt,chaos,4,4,10,['trapper'],80,2,3,1,1,0,unarmed,3,3.0,3.0,1.0,15.0,3.0,ranged,3.0
187,11d1ed69,Theddra Skull-scryer,Slaves to Darkness,Godsworn Hunt,chaos,4,4,18,['hero'],150,3,4,1,2,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
188,abdace62,Dour Cragan,Slaves to Darkness,Khagra's Ravagers,chaos,4,5,16,[],125,4,4,2,1,0,axe,4,,,,,,,
189,7ea88cee,Zarshia Bittersoul,Slaves to Darkness,Khagra's Ravagers,chaos,4,3,20,['mystic'],135,3,4,1,2,0,club,3,2.0,5.0,3.0,7.0,3.0,blast,3.0
190,1a7714cb,Razek Godblessed,Slaves to Darkness,Khagra's Ravagers,chaos,4,6,16,['bulwark'],115,3,4,2,1,0,axe,4,,,,,,,
191,ea6dd24f,Khagra the Usurper,Slaves to Darkness,Khagra's Ravagers,chaos,4,6,26,['hero'],195,4,5,2,1,0,mace,4,,,,,,,
192,2925e2c8,Darkoath Chieftain,Darkoath,,chaos,4,4,20,"['hero', 'ferocious']",140,4,5,2,1,0,sword,4,,,,,,,
193,d84ac50b,Darkoath Warqueen,Darkoath,,chaos,4,5,20,"['hero', 'bulwark']",155,5,4,2,1,0,axe,4,,,,,,,
194,9fe9a6ef,Darkoath Chieftain on Warsteed,Darkoath,,chaos,10,3,28,"['hero', 'mount', 'ferocious']",220,4,5,2,1,0,axe,4,,,,,,,
195,1893ed13,Darkoath Fellrider With Javelin,Darkoath,,chaos,10,3,18,"['mount', 'scout']",125,4,3,1,1,0,axe,3,2.0,3.0,1.0,10.0,0.0,ranged,3.0
196,f898a5dd,Marauder Champion,Darkoath,,chaos,4,4,18,"['hero', 'warrior']",100,5,3,1,1,0,axe,3,,,,,,,
197,3e5c0f6a,Marauder Champion With Spear,Darkoath,,chaos,4,4,18,"['hero', 'warrior']",100,4,3,1,2,0,spear,3,,,,,,,
198,b0ab3657,Fellrider Champion With Javelin,Darkoath,,chaos,10,3,20,"['hero', 'mount', 'scout']",145,4,3,1,1,0,axe,3,2.0,3.0,1.0,10.0,0.0,spear,4.0
199,4541799a,Darkoath Marauder,Darkoath,,chaos,4,4,10,['warrior'],70,4,3,1,1,0,sword,3,,,,,,,
200,071a6d6b,Fellrider Champion With Axe,Darkoath,,chaos,10,3,20,"['hero', 'mount', 'destroyer']",140,5,3,1,1,0,axe,3,,,,,,,
201,55db755d,Darkoath Marauder With Spear,Darkoath,,chaos,4,4,10,['warrior'],70,3,3,1,2,0,spear,3,,,,,,,
202,bc47956a,Darkoath Fellrider,Darkoath,,chaos,10,3,18,"['mount', 'destroyer']",110,4,3,1,1,0,sword,3,,,,,,,
203,77ca7f82,Darkoath Wilderfiend,Darkoath,,chaos,6,5,35,['beast'],300,6,4,3,1,0,claws,5,,,,,,,
204,c01ecd2d,Gunnar Brand,Darkoath,Brand's Oathbound,chaos,4,4,25,"['hero', 'berserker']",165,5,4,2,1,0,axe,4,,,,,,,
205,5a7fe109,Singri Brand,Darkoath,Brand's Oathbound,chaos,10,3,25,"['mount', 'agile']",200,3,3,1,1,0,sword,3,2.0,4.0,2.0,18.0,0.0,ranged,4.0
206,0e98c118,Warqueen Tanari,Darkoath,Brand's Oathbound,chaos,5,4,25,"['hero', 'elite']",185,5,4,2,1,0,spear,4,,,,,,,
207,92a54ad7,Broken Nadja,Darkoath,Brand's Oathbound,chaos,3,3,15,['mystic'],95,2,2,1,1,0,spear,2,2.0,6.0,3.0,7.0,3.0,blast,2.0
208,aa7bec1d,Dendrel Direbrand,Darkoath,Brand's Oathbound,chaos,4,4,18,['brute'],125,4,4,2,1,0,hammer,4,,,,,,,
209,f728815d,Clanrat with Rusty Blade,Skaven,,chaos,6,4,8,['agile'],70,3,3,1,1,0,dagger,3,,,,,,,
210,80f86a7a,Clanrat with Rusty Spear,Skaven,,chaos,6,4,8,['agile'],70,2,4,1,2,0,spear,3,,,,,,,
211,20d424eb,Giant Rat,Skaven,,chaos,8,2,4,"['agile', 'beast']",70,3,3,1,1,0,fangs,3,,,,,,,
212,d5eac4fc,Packmaster,Skaven,,chaos,6,3,8,"['agile', 'frenzied']",75,3,3,1,1,0,fangs,3,3.0,2.0,1.0,3.0,0.0,reach,3.0
213,df8f7c83,Night Runner,Skaven,,chaos,6,3,8,['agile'],75,3,3,1,1,0,dagger,3,2.0,2.0,1.0,8.0,0.0,ranged,3.0
214,84cedf20,Plague Monk with Pair of Foetid Blades,Skaven,,chaos,6,3,8,['agile'],80,4,4,1,1,0,dagger,3,,,,,,,
215,8f86d542,Plague Monk with Foetid Blade and Woe-stave,Skaven,,chaos,6,3,8,['agile'],80,3,5,1,2,0,club,3,,,,,,,
216,4156d1fd,Skryre Acolyte,Skaven,,chaos,6,3,8,"['destroyer', 'agile']",80,2,2,1,1,0,dagger,3,1.0,6.0,3.0,5.0,3.0,blast,4.0
217,d391a8ce,Stormvermin with Rusty Halberd and Clanshield,Skaven,,chaos,6,5,10,['elite'],80,2,4,2,2,0,spear,3,,,,,,,
218,15f03e41,Gutter Runner,Skaven,,chaos,6,3,10,['agile'],90,4,4,1,1,0,dagger,3,2.0,3.0,1.0,8.0,0.0,ranged,3.0
219,daff26cb,Stormvermin with Rusty Halberd,Skaven,,chaos,6,4,10,['elite'],95,3,4,2,2,0,spear,3,,,,,,,
220,0fd4eed6,Plague Censer Bearer,Skaven,,chaos,6,3,8,"['agile', 'berserker']",105,3,4,2,2,0,reach,4,,,,,,,
221,c7735c8b,Warpfire Thrower,Skaven,,chaos,6,3,12,['destroyer'],110,3,4,1,8,0,blast,4,,,,,,,
222,74be2141,Clawleader,Skaven,,chaos,6,4,12,"['hero', 'agile']",125,4,4,2,1,0,sword,3,,,,,,,
223,7c4a6a31,Master Moulder,Skaven,,chaos,6,3,18,"['hero', 'agile', 'frenzied']",125,3,4,2,1,0,fangs,3,3.0,3.0,1.0,3.0,0.0,reach,3.0
224,a97747f9,Nightleader,Skaven,,chaos,6,3,12,"['hero', 'agile', 'scout']",125,4,4,2,1,0,dagger,3,3.0,3.0,1.0,8.0,0.0,ranged,3.0
225,31f3d830,Bringer of the Word,Skaven,,chaos,6,4,12,"['hero', 'agile', 'priest']",130,4,4,2,1,0,dagger,3,,,,,,,
226,8aa49881,Warlock Engineer,Skaven,,chaos,6,3,18,"['hero', 'agile', 'destroyer']",130,3,4,2,1,0,spear,3,2.0,4.0,1.0,8.0,0.0,ranged,3.0
227,5020dd5c,Grey Seer,Skaven,,chaos,6,3,18,"['hero', 'agile', 'mystic']",140,3,4,1,2,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
228,531c33c2,Fangleader,Skaven,,chaos,6,4,15,['hero'],150,4,4,2,1,0,axe,4,,,,,,,
229,4d4a5839,Plague Priest,Skaven,,chaos,6,4,18,"['hero', 'agile', 'priest']",150,4,4,2,2,0,club,3,,,,,,,
230,99047314,Warp-Grinder,Skaven,,chaos,6,3,12,['destroyer'],150,4,5,2,1,0,unarmed,5,,,,,,,
231,747431b9,Warplock Jezzail,Skaven,,chaos,6,3,12,['destroyer'],150,2,2,1,1,0,unarmed,3,1.0,10.0,4.0,20.0,6.0,ranged,4.0
232,5de3e496,Arch-Warlock,Skaven,,chaos,6,4,18,"['hero', 'agile', 'destroyer']",170,3,4,2,2,0,axe,5,,,,,,,
233,dfaaf88f,Warlock Bombardier,Skaven,,chaos,6,3,18,"['hero', 'agile', 'destroyer']",170,2,3,1,1,0,unarmed,3,2.0,4.0,2.0,15.0,6.0,ranged,4.0
234,0da61b10,Clawlord,Skaven,,chaos,6,4,18,"['hero', 'agile']",175,4,5,2,1,0,sword,4,,,,,,,
235,6493724a,Deathmaster,Skaven,,chaos,7,3,18,"['hero', 'agile', 'scout']",185,5,4,2,1,0,dagger,4,3.0,4.0,1.0,8.0,0.0,ranged,3.0
236,4d8fc458,Doom-Flayer,Skaven,,chaos,7,4,18,"['destroyer', 'mount']",190,5,4,2,1,0,dagger,5,,,,,,,
237,6e76e882,Rat Ogor [retired],Skaven,,chaos,5,4,28,"['brute', 'beast']",225,4,8,4,1,0,claws,4,,,,,,,
238,bf8a98c6,Rat Ogor with Warpfire Gun [retired],Skaven,,chaos,5,4,28,"['brute', 'beast']",225,3,8,4,1,0,claws,4,2.0,6.0,3.0,15.0,3.0,ranged,5.0
239,692838fa,Stormfiend with Warpfire projectors,Skaven,,chaos,5,5,35,['brute'],240,3,8,4,1,0,unarmed,4,2.0,6.0,3.0,8.0,3.0,ranged,5.0
240,7371a259,Stormfiend with Windlaunchers,Skaven,,chaos,5,5,35,['brute'],240,3,8,4,1,0,unarmed,4,2.0,4.0,2.0,20.0,3.0,ranged,4.0
241,d1320795,Stormfiend with Ratling cannons,Skaven,,chaos,5,5,35,['brute'],245,3,8,4,1,0,unarmed,4,4.0,4.0,2.0,10.0,3.0,ranged,4.0
242,b3a86075,Stormfiend with Doomflayer gauntlets,Skaven,,chaos,5,5,35,['brute'],270,5,8,4,1,0,unarmed,4,,,,,,,
243,40d13b03,Stormfiend with Grinderfists,Skaven,,chaos,5,5,35,['brute'],270,4,8,4,1,0,unarmed,5,,,,,,,
244,b3b9dd85,Stormfiend with Shock Gauntlets,Skaven,,chaos,5,5,35,['brute'],270,4,10,4,1,0,unarmed,4,,,,,,,
245,26afa1a8,Skritter,Skaven,Skabbik's Plaguepack,chaos,8,2,4,['terrifying'],70,3,3,1,1,0,claws,2,,,,,,,
246,fad4fd48,Poxlix,Skaven,Skabbik's Plaguepack,chaos,6,3,12,[],90,4,4,1,1,0,dagger,3,,,,,,,
247,cb061958,Rikkit,Skaven,Skabbik's Plaguepack,chaos,6,3,12,[],90,3,5,1,2,0,club,3,,,,,,,
248,c9eba256,Itchitt,Skaven,Skabbik's Plaguepack,chaos,6,3,12,['terrifying'],110,3,3,1,1,0,reach,3,2.0,6.0,3.0,8.0,3.0,blast,2.0
249,8d15f83e,Rabidius Skench,Skaven,Skabbik's Plaguepack,chaos,6,3,14,"['berserker', 'terrifying']",115,3,4,2,2,0,reach,4,,,,,,,
250,c78e134b,Skabbik Plagueseeker,Skaven,Skabbik's Plaguepack,chaos,6,4,20,"['hero', 'terrifying']",160,4,4,2,2,0,club,3,,,,,,,
251,cec12f58,Krowch't,Skaven,Skittershank's Clawpack,chaos,6,3,8,[],75,4,3,1,1,0,dagger,3,,,,,,,
252,534541c1,Skulck,Skaven,Skittershank's Clawpack,chaos,6,3,8,[],75,3,3,1,1,0,dagger,3,2.0,2.0,1.0,8.0,0.0,ranged,3.0
253,32d3ac51,Kreep Kinwhisper,Skaven,Skittershank's Clawpack,chaos,6,3,10,['champion'],75,4,4,1,1,0,dagger,3,3.0,3.0,1.0,8.0,0.0,ranged,3.0
254,19f4ae18,Snyp Padpaw,Skaven,Skittershank's Clawpack,chaos,6,3,12,[],95,4,4,2,1,0,sword,3,,,,,,,
255,8ce3d257,Slynk Skittershank,Skaven,Skittershank's Clawpack,chaos,7,3,18,"['hero', 'champion']",170,5,4,2,1,0,sword,4,,,,,,,
256,c7d98639,Festering Skaven,Skaven,Spiteclaw's Swarm,chaos,6,3,10,"['agile', 'minion']",85,4,4,1,1,0,dagger,3,,,,,,,
257,fde807b5,Hungering Skaven,Skaven,Spiteclaw's Swarm,chaos,6,4,10,"['agile', 'minion']",85,3,3,1,1,0,club,3,,,,,,,
258,312783fe,Krrk the Almost-trusted,Skaven,Spiteclaw's Swarm,chaos,6,3,12,['agile'],85,3,4,2,2,0,spear,3,,,,,,,
259,74615372,Lurking Skaven,Skaven,Spiteclaw's Swarm,chaos,6,3,10,"['agile', 'minion']",85,5,3,1,1,0,claws,3,,,,,,,
260,86dcd952,Skritch Spiteclaw,Skaven,Spiteclaw's Swarm,chaos,6,3,18,"['hero', 'agile']",120,3,5,2,2,0,spear,3,,,,,,,
261,e98eb612,Clawlord on Gnaw-Beast,Skaven,,chaos,8,4,22,"['hero', 'mount', 'agile']",230,4,5,2,2,0,unarmed,4,6.0,2.0,1.0,8.0,0.0,ranged,3.0
262,4ecf8dc1,Warlock Engineer With Warplock Jezzail,Skaven,,chaos,6,3,18,"['hero', 'destroyer', 'agile']",205,2,3,2,1,0,unarmed,2,2.0,5.0,2.0,24.0,6.0,ranged,4.0
263,5cf6d806,Rat Ogor,Skaven,,chaos,5,5,28,"['beast', 'brute']",250,4,6,3,1,0,unarmed,6,,,,,,,
264,1d57af33,Rat Ogor With Warpfire Gun,Skaven,,chaos,5,5,28,"['beast', 'brute']",240,2,6,3,1,0,unarmed,5,2.0,6.0,3.0,12.0,0.0,ranged,5.0
265,39czaahy,Zikkit Rockgnaw,Skaven,Zikkit's Tunnelpack,chaos,6,4,18,['hero'],205,4,4,2,2,0,spear,4,,,,,,,
266,i30zqblp,Rittak Verm,Skaven,Zikkit's Tunnelpack,chaos,8,4,22,['champion'],225,3,4,3,1,0,blast,6,,,,,,,
267,nm0o1i7n,Krittatok,Skaven,Zikkit's Tunnelpack,chaos,6,3,8,[],80,4,3,1,1,0,claws,3,,,,,,,
268,qgy19ws7,Nitch Singe-Snout,Skaven,Zikkit's Tunnelpack,chaos,6,3,8,[],100,2,3,1,1,0,unarmed,3,2.0,3.0,2.0,8.0,3.0,blast,4.0
269,4mtdylki,Tik Tik,Skaven,Zikkit's Tunnelpack,chaos,6,2,4,['beast'],75,1,1,1,1,0,unarmed,1,,,,,,,
270,287ba04e,Pit Fighter with Net,Spire Tyrants,,chaos,4,3,10,['trapper'],65,4,3,1,1,0,sword,3,,,,,,,
271,48c70d19,Pit Fighter with Punch Dagger,Spire Tyrants,,chaos,4,3,10,[],65,4,4,1,1,0,dagger,3,,,,,,,
272,7ba499b7,Pit Fighter with Spear,Spire Tyrants,,chaos,4,3,10,[],65,3,4,1,2,0,spear,3,,,,,,,
273,ab224749,Frenzied Rager,Spire Tyrants,,chaos,3,4,15,['warrior'],95,4,4,2,1,0,sword,4,,,,,,,
274,7e7475df,Pit Veteran with Shield,Spire Tyrants,,chaos,4,5,12,"['warrior', 'bulwark']",100,3,4,2,1,0,sword,4,,,,,,,
275,2626a25d,Pit Veteran with Dual Weapons,Spire Tyrants,,chaos,4,4,12,['warrior'],105,4,4,2,1,0,sword,4,,,,,,,
276,4fcac576,Headclaimer,Spire Tyrants,,chaos,4,4,15,['brute'],135,4,5,2,1,0,axe,5,,,,,,,
277,730e4623,Bestigor Destroyer,Spire Tyrants,,chaos,4,4,18,['brute'],145,3,6,3,1,0,mace,5,,,,,,,
278,b371dd35,Pit Champion,Spire Tyrants,,chaos,4,4,22,['hero'],170,4,5,2,1,0,sword,5,4.0,4.0,1.0,3.0,0.0,reach,4.0
279,bb658018,Plaguebearer,Maggotkin of Nurgle: Daemons,,chaos,3,4,10,['warrior'],60,3,4,1,1,0,sword,3,,,,,,,
280,68ef25a4,Plagueridden,Maggotkin of Nurgle: Daemons,,chaos,3,4,15,"['hero', 'warrior']",90,4,4,2,1,0,sword,3,,,,,,,
281,64aee8cd,Nurglings,Maggotkin of Nurgle: Daemons,,chaos,5,3,20,['minion'],115,6,3,1,1,0,sword,3,,,,,,,
282,384d1420,Poxbringer,Maggotkin of Nurgle: Daemons,,chaos,3,4,20,['hero'],130,4,5,2,1,0,sword,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
283,04b82f5a,Sloppity Bilepiper,Maggotkin of Nurgle: Daemons,,chaos,4,4,20,"['hero', 'agile']",130,3,4,2,1,0,sword,4,,,,,,,
284,f252c741,Spoilpox Scrivener,Maggotkin of Nurgle: Daemons,,chaos,3,4,22,"['hero', 'champion']",135,2,5,3,2,0,fangs,5,,,,,,,
285,872ffe2e,Beast of Nurgle,Maggotkin of Nurgle: Daemons,,chaos,4,4,30,"['beast', 'ferocious']",150,4,4,2,1,0,claws,4,,,,,,,
286,67ae7666,Plague Drone,Maggotkin of Nurgle: Daemons,,chaos,6,4,30,"['fly', 'destroyer']",205,4,4,2,1,0,sword,4,,,,,,,
287,f3ef89d8,Plaguebringer,Maggotkin of Nurgle: Daemons,,chaos,6,4,35,"['fly', 'hero', 'destroyer']",255,5,4,2,1,0,sword,4,,,,,,,
288,h6aj4nmw,Phleghmus Potbelly,Maggotkin of Nurgle: Daemons,Grandfather's Gardeners,chaos,3,4,25,['hero'],160,4,5,2,2,0,club,4,,,,,,,
289,0aa544kc,Bug-eye Dripterus,Maggotkin of Nurgle: Daemons,Grandfather's Gardeners,chaos,3,4,15,['icon-bearer'],85,3,2,2,2,0,club,4,,,,,,,
290,ss2onktu,Slunge,Maggotkin of Nurgle: Daemons,Grandfather's Gardeners,chaos,3,4,10,['warrior'],55,3,2,2,1,0,sword,3,,,,,,,
291,34be1gzm,Maggoty Strewg,Maggotkin of Nurgle: Daemons,Grandfather's Gardeners,chaos,3,4,10,['warrior'],60,3,2,2,2,0,scythe,3,,,,,,,
292,ptlosfhz,Squort,Maggotkin of Nurgle: Daemons,Grandfather's Gardeners,chaos,4,3,6,"['beast', 'fly']",55,2,2,2,1,0,claws,2,,,,,,,
293,133ee416,War Despot,Helsmiths of Hashut,,chaos,3,5,25,"['hero', 'champion', 'warrior']",175,4,4,2,2,0,spear,4,,,,,,,
294,5ee9a5e0,Infernal Cohort with Hashutite Spear,Helsmiths of Hashut,,chaos,3,5,12,"['bulwark', 'warrior']",85,3,4,2,2,0,spear,3,,,,,,,
295,573590bd,Daemonsmith,Helsmiths of Hashut,,chaos,3,4,20,"['hero', 'mystic', 'warrior']",125,2,3,2,1,0,unarmed,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
296,5ce80e21,Infernal Cohort Musician,Helsmiths of Hashut,,chaos,3,4,12,"['icon-bearer', 'warrior']",85,2,3,2,1,0,mace,4,,,,,,,
297,fbdefebf,Ashen Elder,Helsmiths of Hashut,,chaos,3,4,20,"['hero', 'priest', 'warrior']",140,3,3,2,2,0,mace,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
298,011c2971,Bull Centaur,Helsmiths of Hashut,,chaos,9,4,18,"['mount', 'ferocious', 'warrior']",180,5,3,2,1,0,mace,4,,,,,,,
299,046dcdeb,Infernal Razer with Blunderbuss,Helsmiths of Hashut,,chaos,3,4,12,"['elite', 'warrior']",155,2,3,1,1,0,unarmed,3,2.0,4.0,2.0,15.0,6.0,ranged,5.0
300,43c1ca00,Anointed Sentinel,Helsmiths of Hashut,,chaos,9,4,18,"['mount', 'berserker', 'warrior']",190,4,4,2,2,0,axe,5,,,,,,,
301,391e3600,Infernal Razer with Flamehurler,Helsmiths of Hashut,,chaos,3,4,12,"['destroyer', 'warrior']",125,2,3,1,1,0,unarmed,3,6.0,2.0,2.0,6.0,0.0,blast,1.0
302,8025a155,Dominator Engine with Bane Maces,Helsmiths of Hashut,,chaos,5,7,40,"['terrifying', 'warrior']",295,4,6,3,2,0,mace,8,,,,,,,
303,90b11c12,Hobgrot Vandal,Helsmiths of Hashut,,chaos,3,3,8,['minion'],65,2,3,1,1,0,dagger,3,,,,,,,
304,a2990818,Dominator Engine with Immolation Cannon,Helsmiths of Hashut,,chaos,5,7,40,"['terrifying', 'warrior']",300,2,4,3,1,0,unarmed,5,12.0,2.0,2.0,5.0,0.0,blast,2.0
305,52d1f33b,Infernal Cohort with Hashutite Blade,Helsmiths of Hashut,,chaos,3,5,12,"['bulwark', 'warrior']",85,3,3,2,1,0,sword,4,,,,,,,
306,54b7d03c,Zuldrakka,Helsmiths of Hashut,Blood of the Bull,chaos,3,5,25,"['hero', 'warrior']",175,4,4,2,2,0,sword,4,,,,,,,
307,a903f7d8,Imnidrin,Helsmiths of Hashut,Blood of the Bull,chaos,3,4,12,"['frenzied', 'warrior']",90,2,3,2,1,0,dagger,4,,,,,,,
308,8d0fa235,Morudok,Helsmiths of Hashut,Blood of the Bull,chaos,3,4,12,"['brute', 'warrior']",90,3,3,2,1,0,mace,4,,,,,,,
309,f7b41e09,Tokkor,Helsmiths of Hashut,Blood of the Bull,chaos,3,4,12,"['scout', 'warrior']",125,2,3,1,1,0,dagger,1,6.0,2.0,2.0,6.0,0.0,blast,1.0
310,6ac3d57e,Grisk,Helsmiths of Hashut,Blood of the Bull,chaos,4,3,8,['minion'],75,2,3,1,1,0,dagger,3,,,,,,,
311,1655db3c,Gor with Pair of Gor Blades,Beasts of Chaos,,chaos,5,3,10,[],60,3,3,1,1,0,axe,3,,,,,,,
312,d669a472,Ungor with Ungor Blade and Half-shield,Beasts of Chaos,,chaos,5,4,8,[],60,2,3,1,1,0,club,3,,,,,,,
313,c116073a,Ungor with Gnarled Shortspear and Half-shield,Beasts of Chaos,,chaos,5,4,8,[],60,2,4,1,2,0,spear,3,,,,,,,
314,b8f9a8a2,Gor with Gor Blade and Beastshield,Beasts of Chaos,,chaos,5,4,10,[],65,2,3,1,1,0,axe,3,,,,,,,
315,8c7144ee,Ungor Raider,Beasts of Chaos,,chaos,5,3,8,['scout'],90,2,3,1,1,0,sword,3,2.0,3.0,1.0,15.0,3.0,ranged,3.0
316,2e8a3461,Ungor Halfhorn,Beasts of Chaos,,chaos,5,4,12,['hero'],95,3,4,2,1,0,sword,3,,,,,,,
317,92cac2c6,Bestigor,Beasts of Chaos,,chaos,5,4,12,['warrior'],100,3,4,2,1,0,axe,4,,,,,,,
318,bb4c44db,Centigor,Beasts of Chaos,,chaos,10,4,18,['mount'],120,2,4,1,2,0,spear,4,,,,,,,
319,febce640,Ungor Raider Halfhorn,Beasts of Chaos,,chaos,5,3,12,"['hero', 'scout']",120,3,4,2,1,0,sword,3,2.0,3.0,1.0,15.0,3.0,ranged,3.0
320,61f081de,Foe-render,Beasts of Chaos,,chaos,5,4,15,['hero'],140,4,4,2,1,0,axe,4,,,,,,,
321,63978f39,Great Bray-Shaman,Beasts of Chaos,,chaos,5,4,20,"['hero', 'mystic']",145,3,4,1,2,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
322,018a026d,Gouge-horn,Beasts of Chaos,,chaos,5,4,16,"['hero', 'warrior']",155,4,5,2,1,0,axe,4,,,,,,,
323,f59c732e,Bullgor with Axe and Bullshield,Beasts of Chaos,,chaos,5,5,30,['brute'],175,3,4,2,1,0,axe,5,,,,,,,
324,9562ae71,Beastlord,Beasts of Chaos,,chaos,5,4,22,"['hero', 'champion']",180,5,4,2,1,0,axe,4,,,,,,,
325,9f759b99,Bullgor with Paired Bullgor Axes,Beasts of Chaos,,chaos,5,4,30,['brute'],185,4,4,2,1,0,axe,5,,,,,,,
326,557a1d35,Gorehoof,Beasts of Chaos,,chaos,10,4,22,"['hero', 'mount']",185,3,4,2,2,0,spear,4,,,,,,,
327,17e0e811,Bullgor with Bullgor Great Axe,Beasts of Chaos,,chaos,5,4,30,['brute'],195,3,6,3,1,0,axe,5,,,,,,,
328,95403f6b,Dragon Ogor with Draconic Crusher,Beasts of Chaos,,chaos,6,4,30,['destroyer'],200,3,6,3,1,0,club,4,,,,,,,
329,5bf4ceb8,Dragon Ogor with Draconic War-glaive,Beasts of Chaos,,chaos,6,4,30,['destroyer'],205,4,5,2,2,0,spear,4,,,,,,,
330,c02e9e9b,Dragon Ogor with Paired Ancient Weapons,Beasts of Chaos,,chaos,6,4,30,['destroyer'],210,5,4,2,1,0,club,4,,,,,,,
331,6ecdea98,Bloodkine with Bullgor Axe and Bullshield,Beasts of Chaos,,chaos,5,5,35,"['hero', 'brute']",215,3,5,2,1,0,axe,5,,,,,,,
332,c5b9b447,Bloodkine with Bullgor Great Axe,Beasts of Chaos,,chaos,5,4,35,"['hero', 'brute']",235,3,8,3,1,0,axe,5,,,,,,,
333,913e6113,Bloodkine with Paired Bullgor Axes,Beasts of Chaos,,chaos,5,4,35,"['hero', 'brute']",245,5,5,2,1,0,axe,5,,,,,,,
334,109c933d,Cockatrice,Beasts of Chaos,,chaos,10,4,30,"['fly', 'beast', 'berserker']",250,4,5,2,1,0,claws,4,,,,,,,
335,f8397db2,Dragon Ogor Shaggoth,Beasts of Chaos,,chaos,6,4,35,"['hero', 'destroyer']",260,3,6,3,2,0,axe,5,,,,,,,
336,c610c60b,Doombull,Beasts of Chaos,,chaos,5,4,38,"['hero', 'brute']",280,4,8,3,1,0,axe,5,,,,,,,
337,526c3638,Korsh 'the Sneak',Beasts of Chaos,Grashrak's Despoilers,chaos,5,3,10,[],65,3,4,1,2,0,spear,3,,,,,,,
338,ee7ac29e,Murghoth Half-Horn,Beasts of Chaos,Grashrak's Despoilers,chaos,5,3,10,[],65,3,4,1,2,0,spear,3,,,,,,,
339,c037429d,Gnarl,Beasts of Chaos,Grashrak's Despoilers,chaos,5,3,10,['scout'],85,2,3,1,1,0,dagger,3,2.0,3.0,1.0,15.0,3.0,ranged,3.0
